id,movement_number,lot_id,movement_type,origin_location_id,destination_location_id,customer_id,quantity_kg,movement_date,status,remito_number,notes,source_type,source_file,source_sheet,source_row
d65df220-d376-3b28-8e32-ebc02f943b9b,XLS-DE-CAMPO-A-FRIO-1010-R12,6fe104d7-f6e4-3085-95b9-c821d93c5931,INBOUND,,d93ec8c6-a4ce-3498-9217-8c4eae9dd89f,,14651.000,2026-03-30 00:00:00-03:00,CONFIRMED,1010,hilo verde | Transporte: Arenas,excel_import,Planilla de movimientos 2026.xls,De campo a Frío,12
b007daa3-fb3e-33c0-8932-a83fb32532ca,XLS-DE-CAMPO-A-FRIO-1010-R13,d24f84d8-402d-37bc-8cf2-dd85985fce20,INBOUND,,d93ec8c6-a4ce-3498-9217-8c4eae9dd89f,,11560.000,2026-03-30 00:00:00-03:00,CONFIRMED,1010,hilo blanco | Transporte: serantes-vera,excel_import,Planilla de movimientos 2026.xls,De campo a Frío,13
297e8a62-b2f9-3415-a421-6cdb0aed87d6,XLS-DE-CAMPO-A-FRIO-1011-R14,0403eb7c-8111-3c85-a97e-8a86937c913d,INBOUND,,d93ec8c6-a4ce-3498-9217-8c4eae9dd89f,,36540.000,2026-03-31 00:00:00-03:00,CONFIRMED,1011,bolsa blanca -hilo verde s/tamañar | Transporte: serantes-vera,excel_import,Planilla de movimientos 2026.xls,De campo a Frío,14
e480625c-af0f-3d2d-84d5-92b6d095b347,XLS-DE-CAMPO-A-FRIO-1012-R15,0403eb7c-8111-3c85-a97e-8a86937c913d,INBOUND,,d93ec8c6-a4ce-3498-9217-8c4eae9dd89f,,10050.000,2026-03-31 00:00:00-03:00,CONFIRMED,1012,bolsa blanca-hilo verde s/tamañar | Transporte: serantes-vera,excel_import,Planilla de movimientos 2026.xls,De campo a Frío,15
9db94fa2-5d8e-35ee-8970-8d21b4f57896,XLS-DE-CAMPO-A-FRIO-1012-R16,7623f367-941d-3b45-b243-d89959c86d7d,INBOUND,,d93ec8c6-a4ce-3498-9217-8c4eae9dd89f,,26688.000,2026-03-31 00:00:00-03:00,CONFIRMED,1012,bolsa marron | Transporte: Camillo Gastón,excel_import,Planilla de movimientos 2026.xls,De campo a Frío,16
a22ce373-3b37-3e79-a20f-4ef45c6c4ae9,XLS-DE-CAMPO-A-FRIO-1013-R17,0403eb7c-8111-3c85-a97e-8a86937c913d,INBOUND,,07f3d789-ec0b-31b2-be86-2d20b032ef0b,,4347.000,2026-04-11 00:00:00-03:00,CONFIRMED,1013,bolsa blanva dtv 13534780-9 | Transporte: Camillo Gastón,excel_import,Planilla de movimientos 2026.xls,De campo a Frío,17
7cf328b7-2eb2-3a70-966e-37dc5574a15a,XLS-DE-CAMPO-A-FRIO-1013-R18,2199be8e-0c88-3904-8dd5-54461f5ad017,INBOUND,,07f3d789-ec0b-31b2-be86-2d20b032ef0b,,5532.000,2026-04-11 00:00:00-03:00,CONFIRMED,1013,bolsa marron idem dtv | Transporte: serantes-vera,excel_import,Planilla de movimientos 2026.xls,De campo a Frío,18
0535e074-be08-3fa7-b2e7-d416dd9c0f4c,XLS-DE-CAMPO-A-FRIO-1013-R19,2199be8e-0c88-3904-8dd5-54461f5ad017,INBOUND,,d93ec8c6-a4ce-3498-9217-8c4eae9dd89f,,24700.000,2026-04-11 00:00:00-03:00,CONFIRMED,1013,bolsa marron idem dtv | Transporte: serantes-vera,excel_import,Planilla de movimientos 2026.xls,De campo a Frío,19
2bb3e03e-9299-36ad-b570-b9f73a554683,XLS-DE-CAMPO-A-FRIO-1014-R20,2199be8e-0c88-3904-8dd5-54461f5ad017,INBOUND,,d93ec8c6-a4ce-3498-9217-8c4eae9dd89f,,33620.000,2026-04-13 00:00:00-03:00,CONFIRMED,1014,bolsa marron  dtv 13534848-1 | Transporte: Camillo Gastón,excel_import,Planilla de movimientos 2026.xls,De campo a Frío,20
cdaaca9f-7fbd-3a8e-9107-b36cba469dc2,XLS-DE-CAMPO-A-FRIO-1015-R21,2199be8e-0c88-3904-8dd5-54461f5ad017,INBOUND,,d93ec8c6-a4ce-3498-9217-8c4eae9dd89f,,33420.000,2026-04-13 00:00:00-03:00,CONFIRMED,1015,bolsa marron dtv 13536115-1 | Transporte: serantes-vera,excel_import,Planilla de movimientos 2026.xls,De campo a Frío,21
736a90f8-1c67-371b-a5e2-ceab4ac6d217,XLS-INGRESO-TOLVAS-SANTA-ANA-651-R2,d02761e1-2c1d-3402-abe2-7680f44fa538,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,40520.000,2026-02-13 00:00:00-03:00,CONFIRMED,651,"0,90 ha 14,4 g /15,4 g | Transporte: camillo/mario",excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,2
8bfa26e2-6acb-34cf-ac38-4179dc44b57b,XLS-INGRESO-TOLVAS-SANTA-ANA-652-R3,d02761e1-2c1d-3402-abe2-7680f44fa538,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,43220.000,2026-02-14 00:00:00-03:00,CONFIRMED,652,"0,88 ha 14,3g/16,3 g | Transporte: camillo/gaston",excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,3
23f0dc22-1c40-3f6d-ace1-33f18841656d,XLS-INGRESO-TOLVAS-SANTA-ANA-653-R4,14e68363-6afc-3b3a-99e7-7f2430ed6ac8,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,36940.000,2026-02-14 00:00:00-03:00,CONFIRMED,653,14 g campo/16 g planta | Transporte: camillo/mario,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,4
db416dba-93b0-3b13-8471-1424e5b749d2,XLS-INGRESO-TOLVAS-SANTA-ANA-654-R5,b8c2f046-e5cd-3bd7-9122-e27363e44811,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,9000.000,2026-02-16 00:00:00-03:00,CONFIRMED,654,16 g campo/19 g planta | Transporte: arenas/de grandis,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,5
c23ef28f-7759-3cfd-a1c5-6f42940fbd79,XLS-INGRESO-TOLVAS-SANTA-ANA-654-R6,d02761e1-2c1d-3402-abe2-7680f44fa538,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,27680.000,2026-02-16 00:00:00-03:00,CONFIRMED,654,16g campo/19 g planta | Transporte: arenas/de grandis,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,6
11ea51f7-e6b0-3bea-b6eb-4307df15ca0b,XLS-INGRESO-TOLVAS-SANTA-ANA-655-R7,b8c2f046-e5cd-3bd7-9122-e27363e44811,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,12000.000,2026-02-19 00:00:00-03:00,CONFIRMED,655,"0,95 ha 19 g campo/19 p | Transporte: camillo/gaston",excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,7
e5bd7c67-4cdc-358f-9222-c42c80bbd91d,XLS-INGRESO-TOLVAS-SANTA-ANA-655-R8,14d21f14-ad33-321b-85ee-c3659cc97bcc,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,30620.000,2026-02-19 00:00:00-03:00,CONFIRMED,655,"0,95 ha 19 g campo/19 p | Transporte: camillo/gaston",excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,8
f24cdae0-c7f5-38b5-b2cf-941c6ba61818,XLS-INGRESO-TOLVAS-SANTA-ANA-656-R9,14d21f14-ad33-321b-85ee-c3659cc97bcc,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,38380.000,2026-02-19 00:00:00-03:00,CONFIRMED,656,"19,5 g campo/ 19,8 planta | Transporte: camillo/mario",excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,9
e1506190-2e9a-3a26-9279-3ec8b6498e85,XLS-INGRESO-TOLVAS-SANTA-ANA-657-R10,14d21f14-ad33-321b-85ee-c3659cc97bcc,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,12000.000,2026-02-20 00:00:00-03:00,CONFIRMED,657,14 g campo/17 g planta | Transporte: camillo/gaston,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,10
932ee11c-1faa-35db-91aa-5096609500a7,XLS-INGRESO-TOLVAS-SANTA-ANA-659-R11,b6043be9-31a6-3ea7-8d79-45459bddf6a1,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,10000.000,2026-02-23 00:00:00-03:00,CONFIRMED,659,20 grados planta | Transporte: camillo/mario,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,11
2d713e2a-9c4f-395a-869d-5980b059b2f8,XLS-INGRESO-TOLVAS-SANTA-ANA-661-R12,4d6d5cfe-c305-3859-825c-a6ec123a00ef,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,43360.000,2026-02-26 00:00:00-03:00,CONFIRMED,661,15 grados planta | Transporte: camillo/gaston,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,12
7fdd9780-8a34-3057-a4ea-7848822c7b3b,XLS-INGRESO-TOLVAS-SANTA-ANA-662-R13,4d6d5cfe-c305-3859-825c-a6ec123a00ef,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,29160.000,2026-02-26 00:00:00-03:00,CONFIRMED,662,17 grados planta | Transporte: camillo/mario,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,13
9de53915-ec72-3ce2-9378-72eb8c9cb69d,XLS-INGRESO-TOLVAS-SANTA-ANA-662-R14,25cdcc8c-069f-39cb-b328-222750286b7c,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,10000.000,2026-02-26 00:00:00-03:00,CONFIRMED,662,17 grados planta | Transporte: camillo/mario,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,14
deffe288-2008-32e5-8a2d-18c066515af7,XLS-INGRESO-TOLVAS-SANTA-ANA-664-R15,25cdcc8c-069f-39cb-b328-222750286b7c,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,32020.000,2026-02-26 00:00:00-03:00,CONFIRMED,664,18 grados en planta | Transporte: arenas/de grandis,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,15
2f9c109a-ed0c-3a77-9284-38837f12bdf5,XLS-INGRESO-TOLVAS-SANTA-ANA-663-R16,25cdcc8c-069f-39cb-b328-222750286b7c,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,35520.000,2026-02-27 00:00:00-03:00,CONFIRMED,663,"13,8 grados en planta | Transporte: arenas/jaimez",excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,16
33212304-41fa-3495-87d1-51af702316cb,XLS-INGRESO-TOLVAS-SANTA-ANA-698-R17,bef23c17-7448-3eeb-90a6-05b05535b2b0,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,40960.000,2026-04-20 00:00:00-03:00,CONFIRMED,698,Transporte: camillo/mario,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,17
4ac629d8-bdfc-3c6e-a762-869199aec18f,XLS-INGRESO-TOLVAS-SANTA-ANA-699-R18,561bed72-1b32-3f1c-a32a-643499646754,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,37500.000,2026-04-21 00:00:00-03:00,CONFIRMED,699,Transporte: arenas/jaimez,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,18
a8d38d88-cf5b-3600-b376-c85a9e75d6ea,XLS-INGRESO-TOLVAS-SANTA-ANA-700-R19,561bed72-1b32-3f1c-a32a-643499646754,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,39420.000,2026-04-21 00:00:00-03:00,CONFIRMED,700,Transporte: alvaro arenas,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,19
04645542-4baf-3c37-80f8-5026a4525288,XLS-INGRESO-TOLVAS-SANTA-ANA-701-R20,bef23c17-7448-3eeb-90a6-05b05535b2b0,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,41100.000,2026-04-21 00:00:00-03:00,CONFIRMED,701,Transporte: camillo/gaston,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,20
70dfa861-64ab-3871-aa75-d3e0bebfb0d7,XLS-INGRESO-TOLVAS-SANTA-ANA-702-R21,19f4f95b-780e-3c2f-84a2-061148973523,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,42920.000,2026-04-24 00:00:00-03:00,CONFIRMED,702,Transporte: camillo/mario,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,21
c2719d61-741f-3b8b-8bdb-606cf7381677,XLS-INGRESO-TOLVAS-SANTA-ANA-710-R22,eaad3bc5-a11f-30e3-907d-633e33f8cf10,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,39420.000,2026-05-02 00:00:00-03:00,CONFIRMED,710,Transporte: arenas/de grandis,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,22
72021306-86a2-3126-afdf-e5b1eda55be6,XLS-INGRESO-TOLVAS-SANTA-ANA-711-R23,eaad3bc5-a11f-30e3-907d-633e33f8cf10,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,42620.000,2026-05-02 00:00:00-03:00,CONFIRMED,711,Transporte: camillo/mario,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,23
998da8da-f55c-3a23-a139-e037be98bc96,XLS-INGRESO-TOLVAS-SANTA-ANA-712-R24,eaad3bc5-a11f-30e3-907d-633e33f8cf10,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,43000.000,2026-05-04 00:00:00-03:00,CONFIRMED,712,TODO BOLSON !!! | Transporte: camillo/gaston,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,24
2dd9ac56-0080-36b9-8f5e-30d997dd1e63,XLS-INGRESO-TOLVAS-SANTA-ANA-713-R25,eaad3bc5-a11f-30e3-907d-633e33f8cf10,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,37040.000,2026-05-04 00:00:00-03:00,CONFIRMED,713,39 BOLSON + GRIMME | Transporte: arenas/jaimez,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,25
15d6793a-1013-3eee-96ba-b69938919439,XLS-INGRESO-TOLVAS-SANTA-ANA-714-R26,eaad3bc5-a11f-30e3-907d-633e33f8cf10,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,43400.000,2026-05-04 00:00:00-03:00,CONFIRMED,714,GRIMME | Transporte: camillo/mario,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,26
5c96ac82-694e-3319-985b-ff56f4d117cb,XLS-INGRESO-TOLVAS-SANTA-ANA-715-R27,b79b5b51-4dd5-33e5-a7a8-9efce267a9da,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,36740.000,2026-05-05 00:00:00-03:00,CONFIRMED,715,TODO BOLSON !!! | Transporte: arenas/de grandis,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,27
df8a1aee-3fff-3b0b-b01d-3d1c0d6c69a7,XLS-INGRESO-TOLVAS-SANTA-ANA-716-R28,b79b5b51-4dd5-33e5-a7a8-9efce267a9da,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,41200.000,2026-05-05 00:00:00-03:00,CONFIRMED,716,TODO BOLSON !!! | Transporte: camillo/gaston,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,28
2a837a15-faec-3218-b990-de74069a04b6,XLS-INGRESO-TOLVAS-SANTA-ANA-717-R29,b79b5b51-4dd5-33e5-a7a8-9efce267a9da,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,38660.000,2026-05-05 00:00:00-03:00,CONFIRMED,717,2 T.GRIMME+BOLSON | Transporte: arenas/jaimez,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,29
d6b5d27d-403e-333c-8f3e-371d1ea83530,XLS-INGRESO-TOLVAS-SANTA-ANA-718-R30,19f4f95b-780e-3c2f-84a2-061148973523,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,43000.000,2026-05-06 00:00:00-03:00,CONFIRMED,718,GRIMME | Transporte: camillo/mario,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,30
c269c52d-5fc7-39d8-8a0d-4cb2a99889ac,XLS-INGRESO-TOLVAS-SANTA-ANA-719-R31,0908b843-e365-3766-b52a-ff4d260ac903,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,34500.000,2026-05-06 00:00:00-03:00,CONFIRMED,719,GRIMME | Transporte: arenas/de grandis,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,31
f288948c-23a2-37b4-ab46-570ee9e7bb61,XLS-INGRESO-TOLVAS-SANTA-ANA-720-R32,0908b843-e365-3766-b52a-ff4d260ac903,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,46820.000,2026-05-07 00:00:00-03:00,CONFIRMED,720,GRIMME | Transporte: camillo/gaston,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,32
3e2b9c2e-8a2e-3bd1-a3b9-3739c3539075,XLS-INGRESO-TOLVAS-SANTA-ANA-725-R33,eaad3bc5-a11f-30e3-907d-633e33f8cf10,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,27340.000,2026-05-18 00:00:00-03:00,CONFIRMED,725,pila-bolson-tolva | Transporte: camillo/mario,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,33
7fd9a45b-09f1-35ce-9e03-d9b0a339892c,XLS-INGRESO-TOLVAS-SANTA-ANA-726-R34,eaad3bc5-a11f-30e3-907d-633e33f8cf10,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,11400.000,2026-05-18 00:00:00-03:00,CONFIRMED,726,pila-bolson-tolva | Transporte: camillo/gaston,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,34
fd4d53b7-5a6b-3009-a88b-ba63d9766a8d,XLS-INGRESO-TOLVAS-SANTA-ANA-726-R35,321479d3-9daa-3961-80a0-63479a27490f,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,24600.000,2026-05-18 00:00:00-03:00,CONFIRMED,726,pila-bolson-tolva-paraguay | Transporte: camillo/gaston,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,35
85b81d12-4b8f-3dba-b358-7a0bd379ac8b,XLS-INGRESO-TOLVAS-SANTA-ANA-727-R36,eaad3bc5-a11f-30e3-907d-633e33f8cf10,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,21620.000,2026-05-18 00:00:00-03:00,CONFIRMED,727,pila-bolson-tolva | Transporte: arenas/jaimez,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,36
e2206116-d715-3ec7-967b-993032e06ffe,XLS-INGRESO-TOLVAS-SANTA-ANA-727-R37,321479d3-9daa-3961-80a0-63479a27490f,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,9840.000,2026-05-18 00:00:00-03:00,CONFIRMED,727,pila-bolson-tolva-paraguay | Transporte: arenas/jaimez,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,37
7d9a8068-dc93-3178-babb-9babd43ae391,XLS-INGRESO-TOLVAS-SANTA-ANA-729-R38,bef23c17-7448-3eeb-90a6-05b05535b2b0,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,40840.000,2026-05-20 00:00:00-03:00,CONFIRMED,729,pila-bolson-tolva-paraguay | Transporte: camillo/gaston,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,38
13f3cae0-d7c9-33a5-8b98-a4c7f8c5694a,XLS-INGRESO-TOLVAS-SANTA-ANA-730-R39,321479d3-9daa-3961-80a0-63479a27490f,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,33180.000,2026-05-20 00:00:00-03:00,CONFIRMED,730,pila-bolson-tolva | Transporte: arenas/jaimez,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,39
1a71a074-411c-38fc-9e44-a46df9bd32ea,XLS-INGRESO-TOLVAS-SANTA-ANA-731-R40,bef23c17-7448-3eeb-90a6-05b05535b2b0,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,34980.000,2026-05-21 00:00:00-03:00,CONFIRMED,731,pila-bolson-tolva-paraguay | Transporte: arenas/de grandis,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,40
e1534015-7e70-387f-833f-e22888850dae,XLS-INGRESO-TOLVAS-SANTA-ANA-732-R41,bef23c17-7448-3eeb-90a6-05b05535b2b0,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,11400.000,2026-05-21 00:00:00-03:00,CONFIRMED,732,pila-bolson-tolva-paraguay | Transporte: camillo/gaston,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,41
d45f9e7c-0675-3817-9733-3a3557fd9e3a,XLS-INGRESO-TOLVAS-SANTA-ANA-732-R42,bef23c17-7448-3eeb-90a6-05b05535b2b0,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,36360.000,2026-05-21 00:00:00-03:00,CONFIRMED,732,sac.disco-sin estacionar | Transporte: camillo/gaston,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,42
67399df8-a4ec-3729-9325-c8394015d47f,XLS-INGRESO-TOLVAS-SANTA-ANA-733-R43,bef23c17-7448-3eeb-90a6-05b05535b2b0,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,39620.000,2026-05-22 00:00:00-03:00,CONFIRMED,733,sac.disco-sin estacionar | Transporte: arenas/jaimez,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,43
ba5e033e-a448-3b8a-ab59-e0b94e578310,XLS-INGRESO-TOLVAS-SANTA-ANA-736-R44,bef23c17-7448-3eeb-90a6-05b05535b2b0,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,38860.000,2026-05-25 00:00:00-03:00,CONFIRMED,736,18 bol.monton +resto pila | Transporte: camillo/gaston,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,44
66cde4c6-4e3e-3a43-bcf4-5bfc38259faa,XLS-INGRESO-TOLVAS-SANTA-ANA-737-R45,321479d3-9daa-3961-80a0-63479a27490f,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,10500.000,2026-05-25 00:00:00-03:00,CONFIRMED,737,16 b pila-resto monton | Transporte: arenas/jaimez,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,45
0368239f-f7da-34c9-83a4-3f68904f381d,XLS-INGRESO-TOLVAS-SANTA-ANA-737-R46,561bed72-1b32-3f1c-a32a-643499646754,INBOUND,,083eee98-d2a9-321a-b041-d78a1e5d222f,,25960.000,2026-05-25 00:00:00-03:00,CONFIRMED,737,idem | Transporte: arenas/jaimez,excel_import,Planilla de movimientos 2026.xls,Ingreso Tolvas Santa Ana,46
